"sim_number","transfer","time","strain1","strain2","clusters_pop1_b","clusters_pop2_b","cells_pop1_b","cells_pop2_b","total_clusters_b","total_cells_b","clusters_pop1_a","clusters_pop2_a","cells_pop1_a","cells_pop2_a","total_clusters_a","total_cells_a","experiment"
31,6,855,"petite","second",6,57,564,9452,63,10016,371,6444,36565,978688,6815,1015253,"Normal"
31,7,850,"petite","second",2,66,145,9997,68,10142,97,6612,9264,1007646,6709,1016910,"Normal"
12,1,890,"petite","second",49,32,5008,5068,81,10076,3816,4245,370524,642687,8061,1013211,"Normal"
12,2,875,"petite","second",33,44,3530,6535,77,10065,2626,4947,259507,761002,7573,1020509,"Normal"
12,3,865,"petite","second",16,58,1914,8103,74,10017,1364,5833,134211,892944,7197,1027155,"Normal"
12,4,860,"petite","second",18,51,1772,8341,69,10113,1239,5835,120602,893466,7074,1014068,"Normal"
12,5,855,"petite","second",6,54,811,9225,60,10036,553,6229,53600,957365,6782,1010965,"Normal"
12,6,850,"petite","second",2,56,237,9892,58,10129,164,6527,15578,992543,6691,1008121,"Normal"
9,1,890,"petite","second",54,36,5050,5058,90,10108,3787,4216,373115,642250,8003,1015365,"Normal"
9,2,870,"petite","second",28,40,3358,6688,68,10046,2450,5054,240230,762894,7504,1003124,"Normal"
9,3,855,"petite","second",13,53,1144,8897,66,10041,766,6060,76396,929152,6826,1005548,"Normal"
29,1,890,"petite","second",51,31,5062,5139,82,10201,3844,4266,373635,653329,8110,1026964,"Normal"
29,2,875,"petite","second",28,40,3550,6550,68,10100,2648,5004,261383,761481,7652,1022864,"Normal"
29,3,860,"petite","second",20,48,1896,8329,68,10225,1313,5809,129332,892435,7122,1021767,"Normal"
29,4,855,"petite","second",8,56,824,9291,64,10115,552,6294,54609,963533,6846,1018142,"Normal"
29,5,855,"petite","second",4,61,543,9480,65,10023,357,6452,35795,980465,6809,1016260,"Normal"
29,6,850,"petite","second",2,65,298,9926,67,10224,194,6558,19278,1002317,6752,1021595,"Normal"
29,7,850,"petite","second",1,61,45,10107,62,10152,25,6624,2763,1017670,6649,1020433,"Normal"
29,8,850,"petite","second",1,62,118,9947,63,10065,84,6605,8037,1003208,6689,1011245,"Normal"
29,9,850,"petite","second",1,63,66,10041,64,10107,41,6632,4229,1009581,6673,1013810,"Normal"
45,1,890,"petite","second",48,36,5023,5001,84,10024,3767,4172,370657,632586,7939,1003243,"Normal"
45,2,865,"petite","second",30,45,2676,7457,75,10133,1913,5368,186871,817319,7281,1004190,"Normal"
45,3,860,"petite","second",12,50,1332,8738,62,10070,943,6068,91765,932389,7011,1024154,"Normal"
45,4,855,"petite","second",7,55,804,9250,62,10054,525,6230,53272,958848,6755,1012120,"Normal"
45,5,850,"petite","second",2,53,246,9799,55,10045,165,6512,16274,987578,6677,1003852,"Normal"
45,6,855,"petite","second",3,59,270,9738,62,10008,171,6651,18095,1008747,6822,1026842,"Normal"
45,7,850,"petite","second",1,58,143,9907,59,10050,84,6563,9354,996735,6647,1006089,"Normal"
37,1,890,"petite","second",49,31,5065,5082,80,10147,3847,4227,375673,646559,8074,1022232,"Normal"
37,2,875,"petite","second",34,40,3750,6377,74,10127,2791,4910,276766,745675,7701,1022441,"Normal"
37,3,865,"petite","second",19,49,2085,8020,68,10105,1499,5784,146252,878079,7283,1024331,"Normal"
37,4,860,"petite","second",17,52,1789,8282,69,10071,1224,5727,121581,885308,6951,1006889,"Normal"
37,5,855,"petite","second",11,54,1336,8854,65,10190,924,6049,89662,920434,6973,1010096,"Normal"
37,6,855,"petite","second",8,58,876,9137,66,10013,593,6186,58712,946964,6779,1005676,"Normal"
37,7,845,"petite","second",3,59,438,10003,62,10441,295,6397,27857,984017,6692,1011874,"Normal"
37,8,850,"petite","second",1,57,46,10052,58,10098,33,6622,2988,1013982,6655,1016970,"Normal"
42,1,890,"petite","second",52,32,5053,5075,84,10128,3810,4255,371744,644892,8065,1016636,"Normal"
42,2,870,"petite","second",26,41,3158,6974,67,10132,2302,5209,226937,792995,7511,1019932,"Normal"
42,3,860,"petite","second",15,50,1777,8418,65,10195,1206,5832,121178,897361,7038,1018539,"Normal"
42,4,860,"petite","second",12,47,1432,8599,59,10031,991,6052,98018,919108,7043,1017126,"Normal"
42,5,855,"petite","second",5,56,431,9580,61,10011,281,6578,28910,997581,6859,1026491,"Normal"
42,6,855,"petite","second",3,57,286,9719,60,10005,192,6614,18720,1006915,6806,1025635,"Normal"
42,7,850,"petite","second",1,65,178,9960,66,10138,122,6573,11828,999858,6695,1011686,"Normal"
42,8,850,"petite","second",2,60,276,9896,62,10172,176,6495,17724,996137,6671,1013861,"Normal"
42,9,850,"petite","second",1,61,99,10017,62,10116,67,6605,6634,1008787,6672,1015421,"Normal"
22,1,890,"petite","second",52,35,5013,5035,87,10048,3770,4179,369984,639941,7949,1009925,"Normal"
22,2,865,"petite","second",27,46,2622,7488,73,10110,1860,5388,184301,824761,7248,1009062,"Normal"
22,3,865,"petite","second",19,51,2121,7933,70,10054,1492,5642,148480,869610,7134,1018090,"Normal"
22,4,855,"petite","second",5,57,446,9592,62,10038,297,6550,29667,994091,6847,1023758,"Normal"
22,5,855,"petite","second",1,63,165,9836,64,10001,112,6689,11159,1016237,6801,1027396,"Normal"
18,1,890,"petite","second",51,35,5039,5074,86,10113,3858,4165,374793,638408,8023,1013201,"Normal"
18,2,865,"petite","second",23,42,2721,7425,65,10146,1908,5359,190486,818145,7267,1008631,"Normal"
18,3,865,"petite","second",17,52,2278,7739,69,10017,1613,5577,159800,850607,7190,1010407,"Normal"
18,4,855,"petite","second",10,52,1034,9055,62,10089,698,6215,69131,943775,6913,1012906,"Normal"
18,5,855,"petite","second",5,64,570,9462,69,10032,387,6424,38012,981240,6811,1019252,"Normal"
18,6,850,"petite","second",5,60,497,9679,65,10176,323,6391,32249,977965,6714,1010214,"Normal"
41,1,890,"petite","second",53,32,5018,5080,85,10098,3732,4160,367168,642540,7892,1009708,"Normal"
41,2,870,"petite","second",29,42,3123,6881,71,10004,2265,5141,225272,778685,7406,1003957,"Normal"
41,3,865,"petite","second",19,49,2148,7930,68,10078,1506,5697,149238,873538,7203,1022776,"Normal"
41,4,855,"petite","second",12,50,1364,8910,62,10274,928,6027,92150,917848,6955,1009998,"Normal"
41,5,855,"petite","second",7,56,788,9372,63,10160,517,6420,52060,970519,6937,1022579,"Normal"
41,6,855,"petite","second",4,62,309,9730,66,10039,200,6593,20224,1006916,6793,1027140,"Normal"
40,1,890,"petite","second",53,33,5031,5081,86,10112,3815,4213,372498,643753,8028,1016251,"Normal"
40,2,865,"petite","second",25,48,2378,7625,73,10003,1695,5485,167144,838671,7180,1005815,"Normal"
40,3,855,"petite","second",8,54,931,9078,62,10009,620,6172,61961,938854,6792,1000815,"Normal"
40,4,850,"petite","second",3,59,233,9843,62,10076,149,6466,15076,991027,6615,1006103,"Normal"
6,1,890,"petite","second",51,34,5050,5091,85,10141,3808,4237,371897,643606,8045,1015503,"Normal"
6,2,870,"petite","second",25,45,2939,7107,70,10046,2165,5244,211105,804512,7409,1015617,"Normal"
6,3,860,"petite","second",17,45,1906,8223,62,10129,1323,5684,130211,875765,7007,1005976,"Normal"
6,4,855,"petite","second",8,56,1020,9179,64,10199,676,6267,68129,954151,6943,1022280,"Normal"
6,5,855,"petite","second",4,65,313,9696,69,10009,215,6563,20852,1004072,6778,1024924,"Normal"
6,6,850,"petite","second",1,61,232,9906,62,10138,154,6589,14890,1001248,6743,1016138,"Normal"
6,7,850,"petite","second",3,64,277,9731,67,10008,191,6434,17825,983663,6625,1001488,"Normal"
6,8,850,"petite","second",1,60,59,10069,61,10128,36,6689,3798,1014519,6725,1018317,"Normal"
46,1,890,"petite","second",54,34,5019,5035,88,10054,3816,4131,371684,636057,7947,1007741,"Normal"
46,2,875,"petite","second",36,40,3530,6522,76,10052,2666,5017,261235,765009,7683,1026244,"Normal"
46,3,860,"petite","second",14,58,1469,8567,72,10036,999,5968,99991,912495,6967,1012486,"Normal"
46,4,855,"petite","second",11,57,1058,8979,68,10037,696,6058,69950,930270,6754,1000220,"Normal"
46,5,855,"petite","second",7,56,946,9156,63,10102,625,6259,63349,952180,6884,1015529,"Normal"
46,6,855,"petite","second",4,53,402,9630,57,10032,265,6592,26458,1001527,6857,1027985,"Normal"
43,1,890,"petite","second",47,33,5064,5004,80,10068,3783,4139,372435,636676,7922,1009111,"Normal"
43,2,870,"petite","second",28,40,2709,7331,68,10040,1944,5443,193958,831074,7387,1025032,"Normal"
43,3,855,"petite","second",8,51,847,9158,59,10005,574,6279,56751,950758,6853,1007509,"Normal"
43,4,850,"petite","second",6,58,528,9617,64,10145,351,6393,34280,972031,6744,1006311,"Normal"
43,5,855,"petite","second",4,57,475,9592,61,10067,311,6542,31087,992924,6853,1024011,"Normal"
43,6,850,"petite","second",2,62,129,9945,64,10074,85,6642,8391,1005382,6727,1013773,"Normal"
43,7,850,"petite","second",1,65,91,9942,66,10033,52,6582,5799,1001275,6634,1007074,"Normal"
44,1,890,"petite","second",54,30,5060,5110,84,10170,3852,4142,376231,644140,7994,1020371,"Normal"
44,2,860,"petite","second",21,47,1905,8275,68,10180,1297,5757,129537,884003,7054,1013540,"Normal"
44,3,855,"petite","second",8,59,742,9385,67,10127,493,6372,49720,971631,6865,1021351,"Normal"
44,4,855,"petite","second",3,62,351,9698,65,10049,227,6588,22836,1005590,6815,1028426,"Normal"
44,5,850,"petite","second",2,60,288,9864,62,10152,194,6526,18969,992432,6720,1011401,"Normal"
2,1,890,"petite","second",51,31,5019,5153,82,10172,3769,4305,370711,653941,8074,1024652,"Normal"
2,2,870,"petite","second",30,40,3213,6900,70,10113,2405,5135,233329,776928,7540,1010257,"Normal"
2,3,865,"petite","second",19,53,1840,8171,72,10011,1313,5924,129312,898457,7237,1027769,"Normal"
2,4,850,"petite","second",2,57,224,9846,59,10070,145,6575,14556,993955,6720,1008511,"Normal"
2,5,855,"petite","second",4,56,364,9669,60,10033,256,6567,24152,1004634,6823,1028786,"Normal"
2,6,850,"petite","second",1,62,62,9979,63,10041,37,6583,4134,1007473,6620,1011607,"Normal"
2,7,845,"petite","second",1,67,137,10080,68,10217,89,6503,8730,991938,6592,1000668,"Normal"
48,1,890,"petite","second",52,34,5050,5052,86,10102,3799,4200,371872,639010,7999,1010882,"Normal"
48,2,865,"petite","second",29,41,2705,7527,70,10232,1920,5421,188821,826296,7341,1015117,"Normal"
48,3,865,"petite","second",18,52,2183,7880,70,10063,1551,5654,154135,868673,7205,1022808,"Normal"
48,4,855,"petite","second",12,55,1538,8660,67,10198,1042,5850,102922,899364,6892,1002286,"Normal"
48,5,855,"petite","second",4,61,439,9635,65,10074,278,6483,29155,999301,6761,1028456,"Normal"
48,6,850,"petite","second",4,61,398,9764,65,10162,265,6462,25902,984599,6727,1010501,"Normal"
48,7,855,"petite","second",3,59,454,9549,62,10003,300,6474,30754,988864,6774,1019618,"Normal"
48,8,850,"petite","second",2,64,213,9868,66,10081,142,6532,14394,993226,6674,1007620,"Normal"
10,1,885,"petite","second",49,34,5035,5148,83,10183,3747,4165,362738,637990,7912,1000728,"Normal"
10,2,870,"petite","second",31,45,3373,6823,76,10196,2405,5073,242118,769406,7478,1011524,"Normal"
10,3,865,"petite","second",18,49,2134,7894,67,10028,1510,5685,150176,867959,7195,1018135,"Normal"
10,4,860,"petite","second",18,47,1560,8507,65,10067,1079,5994,106313,911037,7073,1017350,"Normal"
10,5,860,"petite","second",13,54,1760,8421,67,10181,1227,5909,119808,900966,7136,1020774,"Normal"
10,6,860,"petite","second",11,53,1253,8794,64,10047,862,6108,84963,940447,6970,1025410,"Normal"
10,7,850,"petite","second",4,57,442,9783,61,10225,293,6463,28615,990966,6756,1019581,"Normal"
10,8,850,"petite","second",3,54,300,9846,57,10146,198,6457,19592,990514,6655,1010106,"Normal"
10,9,850,"petite","second",2,62,190,9846,64,10036,120,6478,12339,991940,6598,1004279,"Normal"
10,10,850,"petite","second",1,58,165,9894,59,10059,108,6517,10625,995913,6625,1006538,"Normal"
32,1,890,"petite","second",49,33,5033,5074,82,10107,3794,4215,370583,646467,8009,1017050,"Normal"
32,2,870,"petite","second",28,38,3144,6975,66,10119,2288,5157,227226,785120,7445,1012346,"Normal"
32,3,855,"petite","second",16,54,1491,8852,70,10343,1026,6012,99192,918485,7038,1017677,"Normal"
32,4,855,"petite","second",11,55,1088,8948,66,10036,726,6107,72232,933183,6833,1005415,"Normal"
32,5,855,"petite","second",8,55,682,9378,63,10060,478,6347,45201,966328,6825,1011529,"Normal"
32,6,855,"petite","second",4,56,467,9599,60,10066,322,6545,31179,995077,6867,1026256,"Normal"
32,7,850,"petite","second",1,60,68,10118,61,10186,45,6732,4450,1023179,6777,1027629,"Normal"
7,1,890,"petite","second",51,34,5042,5081,85,10123,3800,4269,373139,643913,8069,1017052,"Normal"
7,2,870,"petite","second",25,44,3015,7018,69,10033,2201,5169,214642,789639,7370,1004281,"Normal"
7,3,865,"petite","second",22,53,2337,7748,75,10085,1663,5589,164254,850249,7252,1014503,"Normal"
7,4,855,"petite","second",11,56,1123,8915,67,10038,735,6082,74220,928481,6817,1002701,"Normal"
7,5,850,"petite","second",2,58,222,9849,60,10071,141,6517,14391,992099,6658,1006490,"Normal"
7,6,855,"petite","second",3,64,269,9737,67,10006,188,6653,17798,1006297,6841,1024095,"Normal"
7,7,845,"petite","second",2,61,134,10181,63,10315,83,6558,8315,998640,6641,1006955,"Normal"
33,1,890,"petite","second",47,37,5010,5098,84,10108,3768,4290,367767,647930,8058,1015697,"Normal"
33,2,870,"petite","second",32,46,3385,6739,78,10124,2487,4968,242153,761139,7455,1003292,"Normal"
33,3,865,"petite","second",20,45,2376,7699,65,10075,1682,5602,167258,850648,7284,1017906,"Normal"
33,4,860,"petite","second",15,56,1532,8485,71,10017,1037,5906,104183,903682,6943,1007865,"Normal"
33,5,855,"petite","second",5,57,571,9503,62,10074,389,6496,37981,986324,6885,1024305,"Normal"
33,6,850,"petite","second",3,58,352,9735,61,10087,230,6424,22994,980217,6654,1003211,"Normal"
33,7,850,"petite","second",1,63,168,9859,64,10027,107,6511,10632,993283,6618,1003915,"Normal"
30,1,890,"petite","second",50,27,5090,5078,77,10168,3857,4228,375625,641170,8085,1016795,"Normal"
30,2,865,"petite","second",25,45,2550,7457,70,10007,1791,5391,179618,821304,7182,1000922,"Normal"
30,3,855,"petite","second",7,60,663,9407,67,10070,441,6396,43962,975181,6837,1019143,"Normal"
30,4,850,"petite","second",6,56,668,9469,62,10137,448,6293,43706,956510,6741,1000216,"Normal"
30,5,855,"petite","second",5,60,486,9520,65,10006,301,6507,32092,993951,6808,1026043,"Normal"
30,6,850,"petite","second",2,64,267,9795,66,10062,187,6467,17439,989397,6654,1006836,"Normal"
27,1,885,"petite","second",48,35,5048,5320,83,10368,3730,4273,363197,653833,8003,1017030,"Normal"
27,2,870,"petite","second",28,41,3039,7000,69,10039,2212,5174,219118,790865,7386,1009983,"Normal"
27,3,860,"petite","second",23,54,2259,7935,77,10194,1571,5570,154521,846165,7141,1000686,"Normal"
27,4,855,"petite","second",10,57,989,9082,67,10071,628,6193,65259,939863,6821,1005122,"Normal"
27,5,850,"petite","second",5,63,510,9646,68,10156,331,6341,33727,971708,6672,1005435,"Normal"
27,6,845,"petite","second",2,58,203,10095,60,10298,134,6512,12822,991296,6646,1004118,"Normal"
47,1,890,"petite","second",57,37,5063,5046,94,10109,3795,4121,373394,635198,7916,1008592,"Normal"
47,2,865,"petite","second",22,49,2088,7990,71,10078,1495,5699,147300,876769,7194,1024069,"Normal"
47,3,855,"petite","second",9,53,1153,9046,62,10199,768,6160,76119,939787,6928,1015906,"Normal"
47,4,850,"petite","second",3,57,401,9866,60,10267,254,6549,25847,994811,6803,1020658,"Normal"
49,1,890,"petite","second",53,35,5096,5014,88,10110,3895,4201,377172,637091,8096,1014263,"Normal"
49,2,865,"petite","second",25,42,2760,7342,67,10102,1952,5335,194508,807735,7287,1002243,"Normal"
49,3,860,"petite","second",14,51,1423,8653,65,10076,975,6014,97616,919111,6989,1016727,"Normal"
49,4,850,"petite","second",6,60,529,9592,66,10121,343,6355,34046,968672,6698,1002718,"Normal"
49,5,850,"petite","second",3,62,205,9884,65,10089,125,6550,13045,998319,6675,1011364,"Normal"
49,6,850,"petite","second",1,61,126,9884,62,10010,72,6519,7660,996499,6591,1004159,"Normal"
49,7,850,"petite","second",2,63,229,9800,65,10029,156,6517,14853,994253,6673,1009106,"Normal"
49,8,855,"petite","second",1,60,222,9801,61,10023,141,6653,14561,1014194,6794,1028755,"Normal"
49,9,850,"petite","second",2,62,184,9879,64,10063,114,6575,11837,993808,6689,1005645,"Normal"
49,10,850,"petite","second",2,66,293,9859,68,10152,191,6522,18718,993553,6713,1012271,"Normal"
49,11,850,"petite","second",1,63,132,9904,64,10036,84,6572,8702,998430,6656,1007132,"Normal"
24,1,890,"petite","second",52,33,5032,5171,85,10203,3785,4353,371130,652466,8138,1023596,"Normal"
24,2,865,"petite","second",18,44,2019,7992,62,10011,1431,5755,141272,877411,7186,1018683,"Normal"
24,3,860,"petite","second",13,48,1354,8686,61,10040,927,6135,91245,927789,7062,1019034,"Normal"
24,4,855,"petite","second",8,61,721,9296,69,10017,492,6311,47941,967289,6803,1015230,"Normal"
24,5,855,"petite","second",5,54,570,9430,59,10000,374,6395,37367,975451,6769,1012818,"Normal"
24,6,850,"petite","second",1,58,222,9804,59,10026,140,6516,14645,988947,6656,1003592,"Normal"
20,1,885,"petite","second",50,33,5035,5219,83,10254,3729,4219,364923,644570,7948,1009493,"Normal"
20,2,875,"petite","second",39,38,3949,6062,77,10011,2948,4633,291138,710608,7581,1001746,"Normal"
20,3,865,"petite","second",22,43,2537,7522,65,10059,1803,5445,178022,824271,7248,1002293,"Normal"
20,4,860,"petite","second",16,55,1557,8558,71,10115,1073,5997,106449,914712,7070,1021161,"Normal"
20,5,855,"petite","second",8,56,827,9213,64,10040,568,6292,54985,954210,6860,1009195,"Normal"
20,6,855,"petite","second",4,58,480,9540,62,10020,331,6500,32580,986865,6831,1019445,"Normal"
20,7,850,"petite","second",6,61,700,9518,67,10218,468,6304,45774,954933,6772,1000707,"Normal"
20,8,855,"petite","second",3,63,235,9770,66,10005,155,6583,15495,1008350,6738,1023845,"Normal"
20,9,855,"petite","second",3,55,444,9609,58,10053,293,6477,29221,996568,6770,1025789,"Normal"
20,10,855,"petite","second",3,57,343,9668,60,10011,226,6566,22812,1003747,6792,1026559,"Normal"
20,11,850,"petite","second",1,59,117,10084,60,10201,73,6638,7644,1012740,6711,1020384,"Normal"
26,1,890,"petite","second",54,37,5029,5109,91,10138,3770,4298,368799,652618,8068,1021417,"Normal"
26,2,865,"petite","second",20,50,2186,7890,70,10076,1531,5699,151464,867553,7230,1019017,"Normal"
26,3,855,"petite","second",9,56,1052,9006,65,10058,716,6074,70208,933855,6790,1004063,"Normal"
26,4,850,"petite","second",5,55,452,9803,60,10255,299,6472,29577,987241,6771,1016818,"Normal"
26,5,855,"petite","second",4,63,389,9636,67,10025,267,6558,26019,1001592,6825,1027611,"Normal"
26,6,850,"petite","second",4,63,400,9780,67,10180,253,6416,26328,984196,6669,1010524,"Normal"
26,7,845,"petite","second",1,60,70,10156,61,10226,46,6575,4249,997812,6621,1002061,"Normal"
26,8,850,"petite","second",2,62,122,9938,64,10060,88,6562,8107,1005728,6650,1013835,"Normal"
17,1,890,"petite","second",45,31,5065,5050,76,10115,3821,4153,375743,638284,7974,1014027,"Normal"
17,2,870,"petite","second",27,46,2843,7174,73,10017,2075,5328,203710,811187,7403,1014897,"Normal"
17,3,860,"petite","second",16,51,1447,8557,67,10004,997,5973,99188,912220,6970,1011408,"Normal"
17,4,850,"petite","second",6,58,753,9444,64,10197,493,6255,48456,954417,6748,1002873,"Normal"
17,5,850,"petite","second",1,53,68,9976,54,10044,42,6556,4408,1004363,6598,1008771,"Normal"
11,1,890,"petite","second",58,31,5135,5034,89,10169,3915,4267,377629,639926,8182,1017555,"Normal"
11,2,880,"petite","second",39,35,4221,5837,74,10058,3275,4593,321309,699143,7868,1020452,"Normal"
11,3,865,"petite","second",21,48,2158,7854,69,10012,1514,5656,150637,864105,7170,1014742,"Normal"
11,4,860,"petite","second",11,53,1133,8889,64,10022,782,6204,77823,946717,6986,1024540,"Normal"
11,5,850,"petite","second",4,62,420,9710,66,10130,277,6424,26760,977220,6701,1003980,"Normal"
11,6,850,"petite","second",2,61,180,9841,63,10021,123,6554,11556,991560,6677,1003116,"Normal"
11,7,845,"petite","second",1,59,81,10179,60,10260,50,6611,4996,1000914,6661,1005910,"Normal"
50,1,890,"petite","second",52,36,5017,5067,88,10084,3787,4194,372156,642172,7981,1014328,"Normal"
50,2,870,"petite","second",25,42,2719,7293,67,10012,1988,5390,195127,823604,7378,1018731,"Normal"
50,3,860,"petite","second",12,53,1085,8919,65,10004,747,6250,73353,947974,6997,1021327,"Normal"
50,4,855,"petite","second",5,52,525,9530,57,10055,342,6520,34283,988896,6862,1023179,"Normal"
50,5,855,"petite","second",3,63,387,9700,66,10087,274,6571,26079,999815,6845,1025894,"Normal"
50,6,850,"petite","second",2,60,307,9887,62,10194,197,6504,19579,995203,6701,1014782,"Normal"
13,1,885,"petite","second",52,33,5077,5198,85,10275,3769,4182,367601,637610,7951,1005211,"Normal"
13,2,870,"petite","second",33,40,3418,6808,73,10226,2462,4997,245422,767025,7459,1012447,"Normal"
13,3,855,"petite","second",15,52,1634,8583,67,10217,1101,5802,108325,892503,6903,1000828,"Normal"
13,4,855,"petite","second",6,53,622,9467,59,10089,415,6454,41801,983327,6869,1025128,"Normal"
13,5,850,"petite","second",2,61,134,9879,63,10013,89,6479,8826,993787,6568,1002613,"Normal"
13,6,850,"petite","second",1,57,170,9870,58,10040,113,6469,11048,995747,6582,1006795,"Normal"
13,7,850,"petite","second",1,59,126,10025,60,10151,81,6578,7897,1010085,6659,1017982,"Normal"
13,8,850,"petite","second",1,61,65,10073,62,10138,41,6698,4100,1016326,6739,1020426,"Normal"
